iata,name,city,countryName,regionName,utcOffsetHours,latitude,longitude
NUQ,Moffett Federal Field,Mountain View,United States,North America,-7,37.413874,-122.049245
NUB,Numbulwar Airport,Numbulwar,Australia,Oceania,9.5,-14.271667,135.716389
NUD,En Nahud Airport,En Nahud,Sudan,Africa,3,12.75,28.416667
NUH,Nunchia Airport,Nunchia,Colombia,South America,-5,5.616667,-72.216667
NUJ,Nojeh Airport,Nojeh,Iran,Asia,4.5,35.2,48.666667
NUA,Gregory Lake Sea Plane Base,Nuwara Eliya,Sri Lanka,Asia,5.5,6.957325,80.777607
GVX,Gestrike Airport,Gavle,Sweden,Europe,2,60.593889,16.954722
NUR,Nullarbor Airport,Nullarbor,Australia,Oceania,9.5,-31.433333,130.916667
NVS,Nevers Airport,Nevers,France,Europe,2,47,3.15
NYE,Nyeri Airport,Nyeri,Kenya,Africa,3,-0.416667,36.95
NYI,Sunyani Airport,Sunyani,Ghana,Africa,0,7.360586,-2.329254
OBC,Obock Airport,Obock,Djibouti,Africa,3,11.983333,43.266667
OBI,Obidos Airport,Obidos,Brazil,South America,-4,-1.916667,-55.516667
OBS,Vals-Lanas Airport,Aubenas,France,Europe,2,44.666667,4.7
OCH,Nacogdoches Airport,Nacogdoches,United States,North America,-5,31.583333,-94.7
OCJ,Boscobel Airport,Ocho Rios,Jamaica,Caribbean,-5,18.400556,-76.969722
ODA,Ouadda Airport,Ouadda,Central African Republic,Africa,1,8.003889,22.401667
ODB,Cordoba Airport,Cordoba,Spain and Canary Islands,Europe,2,37.841111,-4.847222
ODD,Oodnadatta Airport,Oodnadatta,Australia,Oceania,9.5,-27.550278,135.45
GWA,Gwa Airport,Gwa,Myanmar,Asia,6.5,21,94
VIQ,Viqueque Airport,Viqueque,Indonesia,Asia,9,-8.883333,126.366667
ODH,Royal Air Force Station,Odiham,United Kingdom,Europe,1,51.25,-0.95
ODJ,Ouanda Djalle Airport,Ouanda Djalle,Central African Republic,Africa,1,8.916667,22.883333
ODM,Metropolitan Area Airport,Oakland,United States,North America,-4,39.0625,-79.43
OEA,Oneal Airport,Vincennes,United States,North America,-4,38.683333,-87.533333
OEM,Vincent Fayks Airport,Paloemeu,Suriname,South America,-3,3.35,-55.45
OEO,Osceola Municipal Airport,Osceola,United States,North America,-5,45.3,-92.7
OGA,Searle Field,Ogallala,United States,North America,-6,41.133333,-101.716667
OGB,Orangeburg Municipal Airport,Orangeburg,United States,North America,-4,33.5,-80.866667
OGD,Ogden Municipal Airport,Ogden,United States,North America,-6,41.196389,-112.010833
OGR,Bongor Airport,Bongor,Chad,Africa,1,10.289444,15.383333
OHA,Royal Air Force Base,Ohakea,New Zealand,Oceania,12,-40.208333,175.386667
OHR,Wyk Airport,Wyk,Germany,Europe,2,54.685833,8.529167
OIC,Eaton Airport,Norwich,United States,North America,-4,42.533333,-75.533333
ORU,Juan Mendoza Airport,Oruro,Bolivia,South America,-4,-17.963201,-67.075464
OKM,Okmulgee Airport,Okmulgee,United States,North America,-5,35.616667,-95.966667
OKN,Okondja Airport,Okondja,Gabon,Africa,1,-1,14.008333
ONS,Onslow Airport,Onslow,Australia,Oceania,8,-21.668927,115.111987
ONX,Colon Airport,Colon,Panama,Central America,-5,9.35,-79.9
ONY,Olney Airport,Olney,United States,North America,-5,33.366667,-98.75
OOA,Oskaloosa Municipal Airport,Oskaloosa,United States,North America,-5,41.3,-92.65
OPB,Open Bay Airport,Open Bay,Papua New Guinea,Asia,10,-4.933333,151.666667
OPI,Oenpelli Airport,Oenpelli,Australia,Oceania,9.5,-12.333333,133.066667
OPL,St Landry Parish Airport,Opelousas,United States,North America,-5,30.533333,-92.083333
OGO,Abengourou Airport,Abengourou,Cote d'Ivoire,Africa,0,6.7,-3.45
ORA,Oran Airport,Oran,Argentina,South America,-3,-23.333333,-64.166667
ORC,Orocue Airport,Orocue,Colombia,South America,-5,4.9,-71.333333
ORE,Orleans Airport,Orleans,France,Europe,2,47.916667,1.9
ORG,Zorg En Hoop Airport,Paramaribo,Suriname,South America,-3,5.809444,-55.191111
ORJ,Orinduik Airport,Orinduik,Guyana,South America,-4,4.716667,-60.033333
ORM,Northampton Airport,Northampton,United Kingdom,Europe,1,52.233333,-0.9
ORP,Orapa Airport,Orapa,Botswana,Africa,2,-21,24.5
GXQ,Ten. Vidal Airport,Coyhaique,Chile,South America,-3,-45.588889,-72.098611
ORT,Northway Airport,Northway,United States,North America,-8,62.961944,-141.923889
OIR,Okushiri Airport,Okushiri,Japan,Asia,9,42.071984,139.43488
ORW,Ormara Airport,Ormara,Pakistan,Asia,5,25.3,64.583333
ORX,Oriximina Airport,Oriximina,Brazil,South America,-4,-1.75,-55.866667
OSP,Redzikowo Airport,Slupsk,Poland,Europe,2,54.466667,17.016667
OTC,Bol Airport,Bol,Chad,Africa,1,13.433333,14.733333
OTG,Worthington Airport,Worthington,United States,North America,-5,43.652222,-95.583611
OTL,Boutilimit Airport,Boutilimit,Mauritania,Africa,0,17.75,-14.666667
OUE,Ouesso Airport,Ouesso,Congo,Africa,1,1.616667,16.048611
OUG,Ouahigouya Airport,Ouahigouya,Burkina Faso,Africa,0,13.516667,-2.333333
OUH,Oudtshoorn Airport,Oudtshoorn,South Africa,Africa,2,-33.603333,22.188333
OUI,Ban Houel Airport,Ban Houel,Lao People's Democratic Republic,Asia,7,18.936111,102.670833
OUM,Oum Hadjer Airport,Oum Hadjer,Chad,Africa,1,13.216667,19.616667
OUR,Batouri Airport,Batouri,Cameroon,Africa,1,4.473056,14.363611
OUS,Ourinhos Airport,Ourinhos,Brazil,South America,-3,-22.966667,-49.916667
OUT,Bousso Airport,Bousso,Chad,Africa,1,10.483333,16.716667
OYA,Goya Airport,Goya,Argentina,South America,-3,-29.103333,-59.216667
OYK,Oiapoque Airport,Oiapoque,Brazil,South America,-3,3.883333,-51.783333
OYL,Moyale Airport,Moyale,Kenya,Africa,3,3.533333,39.05
OYO,Tres Arroyos Airport,Tres Arroyos,Argentina,South America,-3,-38.366667,-60.25
OYP,St. Georges de L/Oyapock Airport,Saint Georges de L/Oyapock,French Guiana,South America,-3,3.9,-51.8
OZA,Ozona Airport,Ozona,United States,North America,-5,30.716667,-101.216667
OZR,Cairns Army Air Field,Ozark,United States,North America,-5,31.45,-85.666667
PAA,Pa-an Airport,Pa-an,Myanmar,Asia,6.5,16.892778,97.678333
PAB,Bilaspur Airport,Bilaspur,India,Asia,5.5,31.316667,76.833333
PAV,Paulo Afonso Airport,Paulo Afonso,Brazil,South America,-3,-9.40077,-38.249916
PAJ,Para Chinar Airport,Para Chinar,Pakistan,Asia,5,33.9,70.1
PAL,Palanquero Airport,Palanquero,Colombia,South America,-5,52.15,-74.65
PAU,Pauk Airport,Pauk,Myanmar,Asia,6.5,21.45,94.516667
PCM,Playa Del Carmen Airport,Playa Del Carmen,Mexico,North America,-5,20.622147,-87.082018
PAX,Port De Paix Airport,Port De Paix,Haiti,Caribbean,-4,19.933333,-72.841667
HFN,Hornafjordur Airport,Hornafjordur,Iceland,Europe,0,64.283333,-15.266667
PBE,Puerto Berrio Airport,Puerto Berrio,Colombia,South America,-5,6.483333,-74.483333
PBN,Porto Amboim Airport,Porto Amboim,Angola,Africa,1,-10.7,13.75
PBQ,Pimenta Bueno Airport,Pimenta Bueno,Brazil,South America,-4,-11.7,-61.2
PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala,Central America,-6,15.723056,-88.606111
PBL,General Bartolome Salom International Airport,Puerto Cabello,Venezuela,South America,-4.5,10.479167,-68.073611
PCB,Pondok Cabe Airport,Pondok Cabe,Indonesia,Asia,7,-6.35,106.766667
PCC,Puerto Rico Airport,Puerto Rico,Colombia,South America,-5,1.9,-75.15
PCG,Paso Caballos Airport,Paso Caballos,Guatemala,Central America,-6,17.26,-90.247222
PCJ,Puerto La Victoria Airport,Puerto La Victoria,Paraguay,South America,-4,-22.268889,-57.928611
PCK,Porcupine Creek Airport,Porcupine Creek,United States,North America,-8,67.228889,-150.283333
PBZ,Plettenberg Bay Airport,Plettenberg Bay,South Africa,Africa,2,-34.088225,23.328589
PCS,Picos Airport,Picos,Brazil,South America,-3,-7.083333,-41.466667
PDD,Ponta De Ouro,Ponta De Ouro,Mozambique,Africa,2,-26.783056,32.880556
PDF,Prado Airport,Prado,Brazil,South America,-3,-17.35,-39.216667
PFJ,Patrekstjord Airport,Patrekstjord,Iceland,Europe,0,65.033333,-19.008333
PGC,Grant County Airport,Petersburg,United States,North America,-4,39,-79.116667
PGL,Jackson County Airport,Pascagoula,United States,North America,-5,30.383333,-88.516667
PGO,Stevens Field,Pagosa Springs,United States,North America,-6,37.268611,-107.050833
PGP,Porto Alegre Airport,Porto Alegre,Sao Tome and Principe,Africa,0,0.033333,6.533333
PGR,Paragould Municipal Airport,Paragould,United States,North America,-5,36.033333,-90.5
PGZ,Sant'Ana Airport,Ponta Grossa,Brazil,South America,-3,-25.083333,-50.15
PHD,Harry Clever Airport,New Philadelphia,United States,North America,-4,40.5,-81.45
PHI,Pinheiro Airport,Pinheiro,Brazil,South America,-3,-2.516667,-45.083333
PHK,Palm Beach County Glades Airport,Pahokee,United States,North America,-4,26.816667,-80.666667
PHN,St Clair County International Airport,Port Huron,United States,North America,-4,42.913056,-82.526111
PHP,Phillip Airport,Philip,United States,North America,-5,44.333333,-101.666667
PHY,Phetchabun Airport,Phetchabun,Thailand,Asia,7,16.681944,101.198333
PIC,Pine Cay Airport,Pine Cay,Turks and Caicos Islands,Caribbean,-4,21.883333,-72.1
PID,Paradise Island Airport,Nassau,Bahamas,Caribbean,-4,25.083333,-77.3
SFC,Saint Francois Airport,Saint Francois,Guadeloupe,Caribbean,-4,16.25,-61.283333
PIV,Pirapora Airport,Pirapora,Brazil,South America,-3,-17.338611,-44.932222
PLC,Planeta Rica Airport,Planeta Rica,Colombia,South America,-5,8.416667,-75.6
PKO,Parakou Airport,Parakou,Benin,Africa,1,9.35,2.616667
PNC,Ponca City Regional Airport,Ponca City,United States,North America,-5,36.728056,-97.099444
PKT,Port Keats Airport,Port Keats,Australia,Oceania,9.5,-14.25,129.533333
PLF,Pala Airport,Pala,Chad,Africa,1,9.383333,14.933333
PNB,Porto Nacional Airport,Porto Nacional,Brazil,South America,-3,-10.7,-48.416667
POX,Pontoise - Cormeilles Aerodrome,Pontoise,France,Europe,2,49.096717,2.040864
PNG,Paranagua Municipal Airport,Paranagua,Brazil,South America,-3,-25.516667,-48.5
PNU,Panguitch Airport,Panguitch,United States,North America,-6,37.833333,-112.383333
PRQ,Pres. Roque Saenz Pena Airport,Pres. Roque Saenz Pena,Argentina,South America,-3,-26.833333,-60.666667
PNX,Grayson County Airport,Sherman-Denison,United States,North America,-5,33.638889,-96.611111
GYY,Gary Regional Airport,Gary,United States,North America,-5,41.616667,-87.416667
POO,Pocos De Caldas Airport,Pocos De Caldas,Brazil,South America,-3,-21.841389,-46.5675
POT,Ken Jones Airport,Port Antonio,Jamaica,Caribbean,-5,18.198333,-76.535556
POV,Presov Airport,Presov,Slovakia,Europe,2,49,21.25
PPH,Peraitepuy Airport,Peraitepuy,Venezuela,South America,-4.5,4.583333,-61.516667
PPI,Port Pirie Airport,Port Pirie,Australia,Oceania,9.5,-33.233333,138
PZK,Pukapuka Island Airport,Pukapuka Atoll,Cook Islands,Oceania,-10,-10.911279,-165.835424
PPY,Pouso Alegre Airport,Pouso Alegre,Brazil,South America,-3,-22.288333,-45.918889
PPZ,Puerto Paez Airport,Puerto Paez,Venezuela,South America,-4.5,6.226111,-67.446944
PRK,Prieska Airport,Prieska,South Africa,Africa,2,-29.666667,22.7
PRM,Portimao Airport,Portimao,Portugal,Europe,1,37.133333,-8.533333
PRO,Perry Municipal Airport,Perry,United States,North America,-5,41.85,-94.1
PRP,Propriano Airport,Propriano,France,Europe,2,41.666667,8.9
PRU,Prome Airport,Prome,Myanmar,Asia,6.5,18.825,95.268611
PRW,Prentice Airport,Prentice,United States,North America,-5,45.55,-90.283333
PRX,Cox Field,Paris,United States,North America,-5,33.636667,-95.450278
PSI,Pasni Airport,Pasni,Pakistan,Asia,5,25.3,63.361111
PSL,Perth International Airport,Perth,United Kingdom,Europe,1,56.233333,-3.566667
PYV,Yaviza Airport,Yaviza,Panama,Central America,-5,8.152744,-77.689836
GZA,Gaza International Airport,Gaza City,"Palestinian Territory, Occupied",Middle East,3,31.246389,34.276111
PTM,Palmarito Airport,Palmarito,Venezuela,South America,-4.5,7.566667,-70.183333
PTN,Patterson Municipal Heliport,Patterson,United States,North America,-5,29.708333,-91.3375
PTO,Pato Branco Municipal Airport,Pato Branco,Brazil,South America,-3,-26.216667,-52.666667
PTQ,Porto de Moz Airport,Porto de Moz,Brazil,South America,-3,-1.738889,-52.244444
PTS,Pittsburg Municipal Airport,Pittsburg,United States,North America,-5,37.446667,-94.730556
PTV,Porterville Airport,Porterville,United States,North America,-7,36.066667,-119.016667
PTX,Pitalito Airport,Pitalito,Colombia,South America,-5,1.85,-76.033333
PTZ,Pastaza Airport,Pastaza,Ecuador,South America,-5,-2,-77
PUN,Punia Airport,Punia,The Democratic Republic of The Congo,Africa,2,-1.366667,26.333333
PVI,Paranavia Airport,Paranavia,Brazil,South America,-3,-23.066667,-52.466667
PVN,Pleven Airport,Pleven,Bulgaria,Europe,3,43.416667,24.616667
PTB,Dinwiddie County Airport,Petersburg,United States,North America,-4,37.183941,-77.50569
PVO,Portoviejo Airport,Portoviejo,Ecuador,South America,-5,-1.033333,-80.466667
PVY,Pope Vanoy Airport,Pope Vanoy,United States,North America,-8,59.316667,-154.916667
PWO,Pweto Airport,Pweto,The Democratic Republic of The Congo,Africa,2,-8.466667,28.9
PYE,Penrhyn Island Airport,Penrhyn Island,Cook Islands,Oceania,-10,-9.016667,-158.033333
PYN,Payan Airport,Payan,Colombia,South America,-5,1.816667,-78.133333
PYO,Putumayo Airport,Putumayo,Ecuador,South America,-5,0.083333,-75.9
PYR,Andravida Airport,Pyrgos,Greece,Europe,3,37.683333,21.466667
PPQ,Paraparaumu Airport,Paraparaumu,New Zealand,Oceania,12,-40.90575,174.990903
PYX,Pattaya Airport,Pattaya,Thailand,Asia,7,12.95,100.883333
PZA,Casanare Airport,Paz De Ariporo,Colombia,South America,-5,5.877778,-71.885
PZL,Zulu Inyala Airport,Phinda,South Africa,Africa,2,-27.866667,32.3
QFK,Selje Harbour,Selje,Norway,Europe,2,62.05,5.366667
QFQ,Maloy Harbour,Maloy,Norway,Europe,2,61.95,5.1
PZY,Piestany Airport,Piestany,Slovakia,Europe,2,48.623731,17.82808
QPG,Paya Lebar Airport,Singapore,Singapore,Asia,8,1.358398,103.902305
QLX,Lauterach Airport,Lauterach,Austria,Europe,2,47.483333,9.733333
QMQ,Muzuq Airport,Murzuq,Libya,Africa,2,25.916667,13.916667
RAG,Raglan Airfield,Raglan,New Zealand,Oceania,12,-37.804648,174.859635
RAM,Ramingining Airport,Ramingining,Australia,Oceania,9.5,-12,134.816667
RAN,La Spreta Airport,Ravenna,Italy,Europe,2,44.366667,12.223333
RAT,Raduzhnyi Airport,Raduzhnyi,Russian Federation,Europe,5,62.5,77
RAV,Cravo Norte Airport,Cravo Norte,Colombia,South America,-5,6.316667,-70.183333
RAZ,Rawala Kot Airport,Rawala Kot,Pakistan,Asia,5,33.841667,73.833333
QMM,Massa Cinquale Airport,Marina Di Massa,Italy,Europe,2,43.987594,10.146547
RBO,Robore Airport,Robore,Bolivia,South America,-4,-18.344444,-59.755278
RBT,Marsabit Airport,Marsabit,Kenya,Africa,3,2.333333,37.983333
RCK,Coffield Airport,Rockdale,United States,North America,-5,30.65,-97
RCO,Saint Agnant Airport,Rochefort,France,Europe,2,45.890556,-0.980556
RCS,Rochester Airport,Rochester,United Kingdom,Europe,1,51.35,0.5
RDC,Redencao Airport,Redencao,Brazil,South America,-3,-8.030278,-49.98
RDT,Richard Toll Airport,Richard Toll,Senegal,Africa,0,16.437222,-15.657222
REY,Reyes Airport,Reyes,Bolivia,South America,-4,-14.316667,-67.266667
RFA,Rafai Airport,Rafai,Central African Republic,Africa,1,4.983333,23.966667
RFN,Raufarhofn Airport,Raufarhofn,Iceland,Europe,0,66.416667,-15.016667
RGR,Ranger Municipal Airport,Ranger,United States,North America,-5,32.466667,-98.683333
RGT,Japura Airport,Rengat,Indonesia,Asia,7,-0.4,102.55
RHE,Reims Airport,Reims,France,Europe,2,49.310833,4.050556
RHG,Ruhengeri Airport,Ruhengeri,Rwanda,Africa,2,-1.5,29.6
RIJ,Rioja Airport,Rioja,Peru,South America,-5,-6.05,-77.15
RIK,Carrillo Airport,Carrillo,Costa Rica,Central America,-6,9.866667,-85.483333
RIM,Rodriguez De Mendoza Airport,Rodriguez De Mendoza,Peru,South America,-5,-6,-78
RJB,Rajbiraj Airport,Rajbiraj,Nepal,Asia,5.75,26.483333,86.833333
RJH,Rajshahi Airport,Rajshahi,Bangladesh,Asia,6,24.433333,88.616667
RJN,Rafsanjan Airport,Rafsanjan,Iran,Asia,4.5,30.296944,56.056667
RLD,Richland Airport,Richland,United States,North America,-7,46.308333,-119.305556
RMK,Renmark Airport,Renmark,Australia,Oceania,9.5,-34.2,140.683333
RML,Ratmalana Airport,Colombo,Sri Lanka,Asia,5.5,6.819444,79.8875
RNE,Renaison Airport,Roanne,France,Europe,2,46.053333,4.000833
RVY,Rivera Airport,Rivera,Uruguay,South America,-3,-30.973483,-55.477031
RPX,Roundup Airport,Roundup,United States,North America,-6,46.433333,-108.533333
RRE,Marree Airport,Marree,Australia,Oceania,9.5,-29.65,138.066667
RRL,Merrill Municipal Airport,Merrill,United States,North America,-5,45.183333,-89.683333
RRT,Warroad Airport,Warroad,United States,North America,-5,48.9,-95.3
RSL,Russell Airport,Russell,United States,North America,-5,38.883333,-98.85
RSN,Ruston Airport,Ruston,United States,North America,-5,32.516667,-92.633333
GZW,Ghazvin Airport,Ghazvin,Iran,Asia,4.5,36.233333,50.033333
RTC,Ratnagiri Airport,Ratnagiri,India,Asia,5.5,17,73.316667
RTL,Spirit Lake Airport,Spirit Lake,United States,North America,-5,47.95,-116.866667
RTN,Crews Field,Raton,United States,North America,-6,36.741389,-104.501111
RTS,Rottnest Island Airport,Rottnest Island,Australia,Oceania,8,-32.006944,115.536667
RVO,Reivilo Airport,Reivilo,South Africa,Africa,2,-27.6,24.133333
RVR,Green River Airport,Green River,United States,North America,-6,38.966667,-110.25
SAE,Saattut Heliport,Saattut,Greenland,North America,-2,70.811453,-51.632144
SEK,Srednekolymsk Airport,Srednekolymsk,Russian Federation,Europe,10,67.47922,153.735
SAG,Sagwon Airport,Sagwon,United States,North America,-8,69.366667,-148.7
SAI,San Marino Airport,San Marino,San Marino,Europe,2,43.916667,12.466667
SAJ,Sirajganj Airport,Sirajganj,Bangladesh,Asia,6,24.416667,89.783333
SAK,Saudarkrokur Airport,Saudarkrokur,Iceland,Europe,0,65.75,-19.65
SAY,Siena Airport,Siena,Italy,Europe,2,43.25,11.25
SBM,Sheboygan County Memorial Airport,Sheboygan,United States,North America,-5,43.764751,-87.850707
SBI,Sambailo Airport,Koundara,Guinea,Africa,0,12.483333,-13.3
SBJ,Sao Mateus Airport,Sao Mateus,Brazil,South America,-3,-18.583333,-39.733333
GMI,Gasmata Island Airport,Gasmata Island,Papua New Guinea,Asia,10,-6.3,150.333333
RNG,Rangely Airport,Rangely,United States,North America,-6,40.094722,-108.760556
SBS,Steamboat Springs Airport,Steamboat Springs,United States,North America,-6,40.516667,-106.8625
SBU,Springbok Airport,Springbok,South Africa,Africa,2,-29.688611,17.939444
SBX,Shelby Airport,Shelby,United States,North America,-6,48.5,-111.85
SBG,Sabang Airport,Sabang,Indonesia,Asia,7,5.87365,95.341587
SDB,Langebaanweg Airport,Saldanha Bay,South Africa,Africa,2,-33.066667,18
SEC,Serre Chevalier Airport,Serre Chevalier,France,Europe,2,44.916667,6.5
SED,Min'hat Hashnayim Airport,Sedom,Israel,Middle East,3,31.15,35.383333
SEI,Senhor Do Bonfim Airport,Senhor Do Bonfim,Brazil,South America,-3,-10.45,-40.183333
SCI,San Cristobal Airport,San Cristobal,Venezuela,South America,-4.5,7.800072,-72.199896
SEM,Craig Air Force Base,Selma,United States,North America,-5,32.226111,-87.087222
SEO,Seguela Airport,Seguela,Cote d'Ivoire,Africa,0,7.966667,-6.666667
SEP,Clark Field,Stephenville,United States,North America,-5,32.216667,-98.2
SKV,St Catherine International Airport,St Catherine,Egypt,Middle East,2,28.685278,34.0625
SFK,Soure Airport,Soure,Brazil,South America,-3,-0.7,-48.522222
SFM,Sanford Airport,Sanford,United States,North America,-4,43.433333,-70.766667
SHO,King Mswati III International Airport,Manzini,Swaziland,Africa,2,-26.348639,31.721122
SFS,Subic Bay International Airport,Subic Bay,Philippines,Asia,8,14.785556,120.267222
SFU,Safia Airport,Safia,Papua New Guinea,Asia,10,-9.666667,148.666667
SFZ,North Central Airport,Smithfield,United States,North America,-4,41.916667,-71.566667
SGA,Sheghnan Airport,Sheghnan,Afghanistan,Asia,4.5,38.033333,71.716667
SGM,San Ignacio Airport,San Ignacio,Mexico,North America,-6,27.45,-113
SER,Freeman Municipal Airport,Seymour,United States,North America,-4,38.966667,-85.883333
SGV,Sierra Grande Airport,Sierra Grande,Argentina,South America,-3,-41.566667,-65.35
SGZ,Songkhla Airport,Songkhla,Thailand,Asia,7,7.183889,100.616667
SIE,Sines Airport,Sines,Portugal,Europe,1,37.944201,-8.809576
SHK,Sehonghong Airport,Sehonghong,Lesotho,Africa,2,-29.475,27.833333
SIB,Sibiti Airport,Sibiti,Congo,Africa,1,-3.733333,13.4
SIS,Sishen Airport,Sishen,South Africa,Africa,2,-27.649178,22.999137
SII,Sidi Ifni Airport,Sidi Ifni,Morocco,Africa,1,29.4,-10.2
SIJ,Siglufjordur Airport,Siglufjordur,Iceland,Europe,0,66.166667,-18.933333
SIQ,Dabo Airport,Singkep,Indonesia,Asia,7,-0.5,104.416667
PBB,Paranaiba Airport,Paranaiba,Brazil,South America,-4,-19.649901,-51.202139
SJA,San Juan Airport,San Juan,Peru,South America,-5,-15.35,-75.15
SJB,San Joaquin Airport,San Joaquin,Bolivia,South America,-4,-13.083333,-64.8
SJV,San Javier Airport,San Javier,Bolivia,South America,-4,-16.233333,-62.416667
SKL,Broadford Airport,Isle of Skye,United Kingdom,Europe,1,57.333333,-6.25
SKR,Shakiso Airport,Shakiso,Ethiopia,Africa,3,5.883333,38.966667
SKS,Vojens Airport,Vojens,Denmark,Europe,2,55.221944,9.264722
SKW,Skwentna Intermediate Airport,Skwentna,United States,North America,-8,61.965833,-151.188611
SLJ,Stellar Air Park,Chandler,United States,North America,-7,33.298889,-111.915556
SLT,Salida Airport,Salida,United States,North America,-6,38.533333,-106
SMB,Cerro Sombrero Airport,Cerro Sombrero,Chile,South America,-3,-52.738333,-69.342778
SMD,Smith Field,Fort Wayne,United States,North America,-4,41.066667,-85.15
SMG,Santa Maria Airport,Santa Maria,Peru,South America,-5,-12.5,-72
YTR,Trenton Airport,Trenton,Canada,North America,-4,44.1,-77.583333
SMU,Sheep Mountain Airport,Sheep Mountain,United States,North America,-8,61.8,-147.666667
SMY,Simenti Airport,Simenti,Senegal,Africa,0,13.166667,-13.166667
SNB,Snake Bay Airport,Snake Bay,Australia,Oceania,9.5,-11.416667,130.666667
SNF,San Felipe Airport,San Felipe,Venezuela,South America,-4.5,10.280278,-68.753889
SNG,San Ignacio De Velasco Airport,San Ignacio De Velasco,Bolivia,South America,-4,-16.383056,-60.976389
SNI,R. E. Murray Airport,Sinoe,Liberia,Africa,0,5.033056,-9.063611
SNJ,San Julian Airport,San Julian,Cuba,Caribbean,-4,22.083333,-84.15
SNM,San Ignacio De Moxos Airport,San Ignacio De Moxos,Bolivia,South America,-4,-14.966389,-65.635556
SOE,Souanke Airport,Souanke,Congo,Africa,1,2,14.166667
SPY,San Pedro Airport,San Pedro,Cote d'Ivoire,Africa,0,4.746695,-6.658856
SOT,Sodankyla Airport,Sodankyla,Finland,Europe,3,67.383333,26.616667
SOX,Sogamoso Airport,Sogamoso,Colombia,South America,-5,5.716667,-72.933333
SOZ,Solenzara Airport,Solenzara,France,Europe,2,41.883333,9.383333
SPD,Saidpur Airport,Saidpur,Bangladesh,Asia,6,25.783333,88.9
SPG,Whitted Airport,Saint Petersburg,United States,North America,-4,27.766944,-82.625278
SPJ,Sparta Airport,Sparta,Greece,Europe,3,36.983333,22.533333
SOO,Soderhamn Airport,Soderhamn,Sweden,Europe,2,61.261823,17.098267
SQC,Southern Cross Airport,Southern Cross,Australia,Oceania,8,-31.25,119.35
SQI,Whiteside County Airport,Sterling,United States,North America,-5,41.74,-89.680833
SQL,San Carlos Airport,San Carlos,United States,North America,-7,37.483333,-122.25
SSF,Stinson Municipal Airport,San Antonio,United States,North America,-5,29.337084,-98.469359
SQT,China Straits Airstrip,Samarai Island,Papua New Guinea,Asia,10,-10.55,150.683333
SQU,Saposoa Airport,Saposoa,Peru,South America,-5,-6.95,-76.75
SQV,Sequim Valley Airport,Sequim,United States,North America,-7,48.097778,-123.185278
SQW,Skive Airport,Skive,Denmark,Europe,2,56.566667,9.033333
SQX,Sao Miguel Do Oeste Airport,Sao Miguel Do Oeste,Brazil,South America,-3,-26.780556,-53.502778
SQY,Sao Lourenco Do Sul Airport,Sao Lourenco Do Sul,Brazil,South America,-3,-31.382778,-52.032222
STB,L Delicias Airport,Santa Barbara Ed,Venezuela,South America,-4.5,9.033333,-71.95
SRT,Soroti Airport,Soroti,Uganda,Africa,3,1.7,33.616667
SRW,Rowan County Airport,Salisbury,United States,North America,-4,35.666667,-80.483333
SOD,Sorocaba Airport,Sorocaba,Brazil,South America,-3,-23.476313,-47.476095
SSO,Sao Lourenzo Airport,Sao Lourenzo,Brazil,South America,-3,-22.116667,-45.05
SSN,Seoul Air Base,Seoul,Republic of Korea,Asia,9,37.447241,127.112609
STA,Stauning Airport,Stauning,Denmark,Europe,2,55.990278,8.355
STJ,Rosecrans Memorial Airport,Saint Joseph,United States,North America,-5,39.960556,-94.925
STQ,St. Marys Airport,Sainte Marys,United States,North America,-4,41.433333,-78.566667
STZ,Confresa Airport,Santa Teresinha,Brazil,South America,-4,-10.300278,-50.45
SUI,Babusheri Airport,Sukhumi,Georgia,Europe,4,42.866667,41.116667
SVZ,Juan Vicente Gomez International Airport,San Antonio del Tachira,Venezuela,South America,-4.5,7.839308,-72.440059
HAB,Marion County Airport,Hamilton,United States,North America,-5,34.15,-88.1
HAF,Half Moon Airport,Half Moon,United States,North America,-7,37.466667,-122.433333
HAI,Dr. Haines Airport,Three Rivers,United States,North America,-4,41.95,-85.633333
HAW,Haverfordwest Airport,Haverfordwest,United Kingdom,Europe,1,51.8,-4.966667
SUO,Sun River Airport,Sun River,United States,North America,-7,43.916667,-121.5
SUQ,Sucua Airport,Sucua,Ecuador,South America,-5,-2.466667,-78.166667
SUT,Sumbawanga Airport,Sumbawanga,United Republic of Tanzania,Africa,3,-7.966667,31.616667
SWV,Severo-Evensk Airport,Evensk,Russian Federation,Europe,10,61.921667,159.23
SUM,Sumter Municipal Airport,Sumter,United States,North America,-4,33.993316,-80.361994
SWU,Suwon Airport,Suwon,Republic of Korea,Asia,9,37.283333,127.016667
SXA,Sialum Airport,Sialum,Papua New Guinea,Asia,10,-6.033333,147.616667
SXG,Senanga Airport,Senanga,Zambia,Africa,2,-16.119444,23.281944
SXH,Sehulea Airport,Sehulea,Papua New Guinea,Asia,10,-9.983333,151.183333
SXO,Sao Felix Do Araguaia Airport,Sao Felix Do Araguaia,Brazil,South America,-4,-11.6,-50.65
SXQ,Soldotna Airport,Soldotna,United States,North America,-8,60.475556,-151.036389
SXU,Soddu Airport,Soddu,Ethiopia,Africa,3,6.836111,37.775
